ARA,ASSET,ATO,ROA,GROWTH,LEV,SHARE,ST
0.118915817,21.29553687,0.8243,0.040850544,0.097662798,0.579707354,39.88,0
0.002844715,20.6060006,0.2343,0.120714501,0.098001441,0.15437014,51.07,0
0.033608853,20.975692,0.247,0.050730895,0.098228391,0.287808239,37.9,0
0.319630643,20.74210825,0.5358,0.011601728,0.099707651,0.654071567,26.48,0
0.201615101,22.333348,0.4446,0.007146941,0.100704936,0.397922669,52.51,0
0.403044571,20.51485769,0.1251,0.053545042,0.101290332,0.497103165,31.02,0
0.185646197,19.34545765,0.2457,0.018202245,0.103274943,0.554082571,28.58,0
0.035535923,20.60187661,0.518,0.105694538,0.104793111,0.119408595,47.11,0
0.103756532,21.95526833,0.2405,0.035964439,0.104831921,0.625210937,43.98,0
0.005515809,20.37546593,0.4269,0.058694725,0.104922799,0.380931776,72.22,0
0.024145638,21.20320571,0.4459,0.043975637,0.106149411,0.3281475,29.83,0
0.08075291,21.9511651,0.9059,0.028989683,0.106211573,0.535587851,42.87,0
0.213243293,20.60777964,0.2914,0.021750822,0.106581973,0.675957584,40.53,0
0.060002674,22.22128499,0.3724,0.006639092,0.106714503,0.771280633,83.75,0
0.032733869,18.77041004,0.5161,0.061038966,0.107358364,0.462556872,19.66,0
0.03874989,20.20718614,0.368,0.020882219,0.107405969,0.417283583,42.02,0
0.126351585,19.07908732,0.2214,0.00439907,0.111707405,0.455109586,28.57,0
0.01449249,19.35510579,1.014,0.025178183,0.113877876,0.28961064,28.81,0
0.041912306,20.30305227,0.249,0.132126978,0.114035269,0.267802311,48.75,0
0.178833944,19.62846925,0.3154,0.047027839,0.114204308,0.530353971,28.8,0
0.379039459,20.7626631,0.917,0.028383507,0.114362763,0.357033006,38.68,0
0.089494033,21.76536193,0.4927,0.037378086,0.114404229,0.441375895,69.25,0
0.067567273,20.84823918,0.7686,0.084194695,0.1144621,0.154913238,26.23,0
0.041376196,20.15173439,0.2925,0.085567868,0.115496235,0.451729131,10.95,0
0.04371648,21.12178099,0.7384,0.052098439,0.115719777,0.493065364,30.02,0
0.029050839,19.63197753,1.1643,0.109370509,0.116822827,0.091155925,38.85,0
0.097598144,20.73826038,0.2025,0.046309412,0.117496169,0.351571107,20.46,0
0.021953033,20.71941064,1.1552,0.089619781,0.119048109,0.263099183,22.52,0
0.055783517,21.84053853,0.0845,0.095869901,0.120159345,0.166248502,39.01,0
0,20.36232923,0.1931,0.084120658,0.121353693,0.193940878,30.41,0
0.09447793,20.63414226,0.1485,0.005865833,0.122524234,0.76482649,39.01,0
0.0832262,20.98628038,0.6938,0.077640469,0.122807352,0.268272642,70.44,0
0.039791047,21.08176807,0.5599,0.065245079,0.123446327,0.367922632,43.81,0
0.220115568,20.2546113,0.3243,0.030553854,0.123815714,0.663803741,61.32,0
0.046374273,20.38616933,0.4845,0.083207205,0.124620509,0.547579792,38.6,0
0.001298613,21.63902621,0.3104,0.073690329,0.125712406,0.325241626,37.29,0
0.189463055,20.60246267,0.4353,0.035293363,0.127489474,0.415996549,47.21,0
0.019319819,21.57445486,0.7904,0.21901512,0.128687032,0.25194899,36.36,1
0.058277927,21.57701931,2.262,0.002162966,0.128695646,0.351809611,80.95,0
0.027917359,20.82877902,0.5411,0.07907039,0.128963922,0.091534225,74.58,0
0.007566164,21.72938095,0.6954,0.084446386,0.130872678,0.455036236,70.08,0
0.105507956,21.30436096,0.5438,0.035266014,0.131701407,0.42532005,27.52,0
0.049532994,20.75292436,0.2561,0.04712383,0.132054384,0.517930549,29,0
0.011059466,20.07716153,0.5309,0.010017313,0.132613319,0.409413443,17.08,0
0.027010854,19.6842378,0.4079,0.00921591,0.133999764,0.086832318,65.9,0
0.011254596,22.95436921,0.6151,0.057474257,0.134152505,0.443444302,67.64,0
0.082314157,22.3429278,0.3135,0.057701363,0.134240459,0.485199041,59.61,0
0.292512863,20.33516139,0.3435,0.013237417,0.13462139,0.383054622,56.37,0
0.101877265,20.41901548,0.4083,0.034635667,0.134699285,0.623260267,66.71,0
0.063518088,20.18661421,0.3952,0.106367462,0.13516927,0.661351737,37.66,0
0.017993705,20.99563533,0.5372,0.08676014,0.135690333,0.343856901,71.19,0
0.108930839,20.2980397,0.4416,0.034964205,0.136395391,0.366389147,34.48,0
0.045545061,20.38086804,0.7714,0.044714955,0.136490582,0.424600023,29.68,0
0.006125249,19.43095031,0.6019,0.054533065,0.136643568,0.107066481,43.23,0
0.203919554,20.52137097,0.2921,0.077176319,0.139147539,0.229645267,34.22,1
0.110140794,19.94695796,0.6661,0.063172203,0.139690408,0.38263074,26.4,0
0.018664586,20.60893656,0.5702,0.078115954,0.140085273,0.29556049,49.86,0
0.13533544,20.39026009,0.4436,0.006469446,0.140388184,0.726665111,62.39,0
3.34E-05,21.61242087,1.2482,0.075309734,0.140934723,0.175248588,75,0
0.004047409,21.64961977,0.6004,0.115430505,0.141382143,0.044103511,68.2,0
0.093886128,22.09952419,0.5468,0.023885205,0.141869491,0.693504537,54.5,0
0.002915037,23.1296012,0.8315,0.043728383,0.146089737,0.570603288,84.98,0
0.083671125,20.89646898,0.3557,0.084368622,0.149300151,0.394153846,31.66,0
0.06630791,19.89829576,0.4077,0.084627956,0.150184948,0.093966749,40.01,0
0.068971014,20.23916165,0.5082,0.045137522,0.151960501,0.474357654,33.2,0
0.012298009,21.64219638,1.2263,0.085221962,0.153255055,0.477168999,78.75,0
0.016764484,22.06415335,0.8514,0.081915197,0.153429073,0.420564565,55.96,0
0.055122489,21.36806884,0.2847,0.097381882,0.153746558,0.211691321,25.16,0
0.12616647,20.09950195,0.3021,0.041893843,0.156736679,0.328749791,58.76,0
0.048578332,22.17303954,0.1992,0.023951599,0.157754172,0.647638858,73.52,0
0.1850552,20.69694987,0.6918,0.100943923,0.158268399,0.431836286,57.46,0
0.029791185,20.59651961,0.4654,0.067202584,0.159994242,0.365471318,66.67,0
0.127918625,19.81106886,0.4369,0.050227468,0.164613552,0.408289174,33.24,0
0.017560803,20.4612633,0.4427,0.084236727,0.165481908,0.204687416,40.99,0
0.131868878,21.19188281,0.3,0.11253752,0.166113619,0.275297713,73.33,0
0.089500355,21.98128889,2.1177,0.038115342,0.16812564,0.528442983,71.7,0
0.060137743,20.43789618,0.9619,0.056605634,0.168366284,0.350747815,53.56,0
0.015847404,21.16756295,0.5261,0.074064143,0.168426324,0.312612729,62.93,0
0.056125623,20.79929876,0.4277,0.048750045,0.169443614,0.580056465,26.34,0
0.031113737,20.36965377,0.548,0.029014057,0.17033858,0.187348748,58.93,0
0.025568247,20.47556078,1.8714,0.087717111,0.170744354,0.382909952,48.35,0
0.122237615,20.73394626,1.3677,0.034743094,0.172545088,0.549293198,65.39,0
0.010003261,20.574287,0.4148,0.089322056,0.173095892,0.11677313,41.4,0
0.225810957,21.0203498,0.2265,0.010329137,0.173942398,0.41433343,57.36,0
0.002483094,21.41513292,0.3134,0.063252119,0.174532242,0.352681303,21.91,0
0.007928542,20.89977157,0.7001,0.11674325,0.174621979,0.364011371,75,0
0.023130394,22.08907652,0.8443,0.165613353,0.175687145,0.382352157,75,0
0.17557515,21.09689428,0.298,0.01006222,0.175831818,0.621823328,15.69,0
0.002358741,20.79016473,0.4937,0.051819287,0.177217629,0.140733149,54.55,0
0.059724294,20.91228566,0.399,0.069788895,0.177409111,0.425521757,56.6,0
0.016486922,22.14454728,0.1806,0.143509162,0.177457891,0.055540487,66.67,0
0.103337837,21.11013662,1.0376,0.04968049,0.179027294,0.453916273,20.11,0
0.125018338,21.1784226,0.41,0.046945358,0.180459304,0.230926998,39.23,0
0.00969558,23.00252198,1.0366,0.050927104,0.181156114,0.621910798,29.06,0
0.06861182,20.46897437,0.5986,0.059341462,0.181453881,0.44103912,68.75,0
0.02765753,22.20046158,1.2734,0.075939373,0.181634819,0.248225288,54.23,0
0.065472314,21.97470494,0.5557,0.026800002,0.183113861,0.660477498,28.02,0
0.080778462,20.47784174,0.4963,0.007936909,0.184999617,0.424394363,54.91,0
0.080282601,20.98736964,0.2905,0.004396565,0.185687772,0.507980695,46.35,0
0.011499522,21.28150132,0.2168,0.041455296,0.188609832,0.313536396,58.84,0
0.022976796,23.4880966,0.6916,0.009361508,0.190664874,0.613809001,70.25,1
0.047231003,20.98205331,1.8534,0.089796445,0.191112347,0.312735724,71.1,0
0.016966432,21.47919103,0.4904,0.097501117,0.191798115,0.5359641,46.69,0
0.083848545,21.18153667,0.8775,0.06347798,0.192334165,0.402889172,68.21,0
0.159125788,20.59005425,0.3101,0.053939416,0.192881565,0.480876552,57.14,0
0.012539264,19.96773896,0.57,0.057014915,0.192952783,0.455583818,41.69,0
0.075603353,21.10370162,0.4119,0.10825724,0.195117327,0.18504667,28.32,0
0.034185832,24.01761075,0.3833,0.007718972,0.195293163,0.742515112,61.64,0
0.009187356,19.44157714,0.2822,0.073619032,0.195439277,0.380634872,37.86,0
0.017343324,20.68715467,0.5385,0.064868208,0.198845176,0.387720361,54.35,0
0.028639771,20.55238104,0.2579,0.075216672,0.199165661,0.257730661,61.51,0
0.185107013,19.34776866,0.1067,0.019374337,0.199737257,0.319641929,14.5,1
0.024503684,19.03696302,0.3932,0.110389551,0.200403111,0.261359449,29.41,0
0.13423101,20.52872815,0.3494,0.104654096,0.200643874,0.157169784,48.5,0
0.042898861,20.53870238,1.3006,0.066398528,0.200898088,0.463413623,24.17,0
0.03155721,21.95403306,1.2638,0.066930758,0.201831506,0.682717477,55.35,0
0.082442294,20.71615331,0.4848,0.064978396,0.201890759,0.305099428,68.29,0
0.11034746,20.6700834,0.5552,0.047960945,0.202433836,0.557446683,25.15,0
0.320679132,20.70303673,0.6139,0.028272267,0.202500858,0.532965242,46.54,0
0.112058221,20.42498244,0.4068,0.074182825,0.204270884,0.196284789,53.2,0
0.033237536,21.64525924,0.433,0.050236083,0.204608091,0.529735957,41.96,0
0.097034762,20.42344258,0.4146,0.046429825,0.204862799,0.496089499,69.16,0
0.007934547,20.68413777,0.92,0.23298585,0.205202051,0.250101029,30.29,0
0.064563624,19.92329066,0.2338,0.057409987,0.205589619,0.124907021,55.33,0
0.142768481,20.91568184,0.3133,0.056922516,0.20582653,0.481811244,65.22,0
0.052256226,20.10642242,0.5625,0.089654045,0.207421684,0.174735836,61.79,0
0.09551536,19.90825115,0.318,0.008256361,0.207945972,0.235621726,58.09,0
0.102633888,20.75935607,0.882,0.052227456,0.208120504,0.497711435,19.9,0
0.277399233,19.83939102,0.6079,0.073035483,0.211910256,0.441284268,51.99,0
0.114661989,20.13870924,0.8642,0.038764605,0.212602671,0.496533726,24.2,0
0.00949918,20.82722624,0.2733,0.003348032,0.213074772,0.299191612,75.82,0
0.09600242,20.33976515,0.2847,0.043025083,0.213865598,0.412589736,52.08,0
0.073520224,21.14853555,0.7507,0.052267159,0.214528731,0.614298655,38.4,0
0.022533319,22.31294422,1.4096,0.058706703,0.215283313,0.582083436,63.16,0
0.001155302,22.6650733,0.9931,0.041779773,0.216222882,0.220818523,52.57,0
0.070387909,21.27426459,0.4423,0.14985732,0.217141113,0.129208476,82.4,0
0.003590069,20.6135456,0.7219,0.042417986,0.218575839,0.57986539,60.85,0
0.050702443,20.69796885,0.6142,0.032052215,0.219878888,0.47542009,17.17,0
0.152079702,21.9664027,0.6581,0.000317604,0.223151854,0.593489116,42.61,0
0.009906077,20.8353625,0.5442,0.063089477,0.223538148,0.640824541,24.89,0
0.220049363,20.32264883,0.4547,0.005958374,0.224209571,0.626374658,52.55,0
0.002366679,19.98137847,0.4956,0.058222461,0.225212933,0.450898813,72.67,0
0.119187864,21.11559306,0.9389,0.043544858,0.225660835,0.645664683,31.03,0
0.053162616,21.32403175,0.5561,0.068952572,0.22659971,0.357600355,74.82,0
0.066496437,21.88140489,0.8353,0.065763224,0.227241038,0.365071974,27.84,0
0.032666155,20.64800313,0.6647,0.046180568,0.227401869,0.340057483,35.74,0
0.082679799,20.78990076,0.4057,0.091666312,0.228135476,0.163843996,70.2,0
0.002991787,20.55751319,0.4966,0.087495306,0.228856214,0.301082556,32.06,0
0.127396286,19.9615923,0.9434,0.041999635,0.229529045,0.678232153,68.44,0
0.040218651,21.06484931,1.3618,0.03960276,0.233423503,0.608752825,59.32,0
0.00738559,20.24851452,0.9099,0.100040795,0.233931168,0.257524767,70.59,0
0.076437603,21.62433972,0.8477,0.037896127,0.234266195,0.572187947,49.41,0
0.056223084,20.64965851,1.4212,0.156880946,0.234579847,0.333917273,26.42,0
0.189331044,20.96281312,0.7373,0.001052306,0.235339375,0.793781313,24,1
0.037921362,20.71153574,0.7084,0.071524716,0.23821945,0.351483861,19.53,0
0.163509762,20.92768528,0.8135,0.077397312,0.2400596,0.26546803,35.17,0
0.011249907,19.92893777,0.4575,0.067569632,0.240720588,0.264513351,64.86,0
0.299096158,20.02328535,0.3071,0.039233978,0.241073626,0.368858411,27.3,0
0.014005795,21.62223513,1.2136,0.048386034,0.241230737,0.420766018,69.26,0
0.121239457,20.23949789,0.3853,0.045329007,0.241321402,0.380791227,20.91,0
0.082619439,19.73659265,0.3507,0.0512572,0.241416416,0.322990513,25.53,0
0.115582037,20.00423922,0.5283,0.043963261,0.24162718,0.356753459,44.09,0
0.164279677,20.42096345,0.371,0.077803047,0.242149643,0.583058327,48.37,0
0.037328144,22.27250053,1.0595,0.027377707,0.242387414,0.623290863,45.18,0
0.064798634,19.84437754,0.6579,0.114838093,0.243384486,0.303318132,23.03,0
0.031476106,20.24325309,0.7883,0.067234581,0.244186213,0.408263029,35.65,0
0.093777632,21.03882804,0.3382,0.066730714,0.245045007,0.418875215,62.4,0
0.06923213,21.83215992,0.3925,0.034761476,0.247114608,0.58966761,62.8,0
0.007075967,22.8735839,0.4002,0.097187187,0.248819066,0.25378119,51.79,0
0.173683474,20.09817494,0.5236,0.084200217,0.251718736,0.295149287,29.62,0
0.036094964,20.53678022,0.169,0.02067467,0.252506233,0.227277865,39.26,0
0.039887876,23.16583615,0.6151,0.065610219,0.255977877,0.270021964,42,0
0.003307379,22.52428952,0.402,0.118403674,0.256972451,0.326185164,70,0
0.039698878,19.38003461,0.2807,0.107784214,0.257315141,0.108313006,43.58,0
0.013256558,20.93214171,0.5613,0.077163939,0.260362416,0.451240659,65.79,0
0.108385452,21.16657104,0.7278,0.001057513,0.261137573,0.374845092,12.72,0
0.062409432,19.64500046,0.7498,0.061807474,0.262991577,0.262696564,32.4,0
0.052598097,20.79065921,0.5545,0.002510686,0.265664554,0.463801147,39.57,0
0.155887955,19.59785665,0.6766,0.141562765,0.266321886,0.385259584,29.95,0
0.348653737,22.98770454,0.5586,0.022977577,0.268820576,0.756281996,51,0
0.012118166,20.33515878,0.7163,0.094180817,0.273790829,0.21315419,57.15,0
0.037679993,19.6738047,0.5887,0.106840199,0.278198604,0.338950315,67.08,0
0.135530649,20.66831695,0.1878,0.045192047,0.2798895,0.549755309,18.24,0
0.06657519,19.91247799,0.5643,0.060388095,0.281212769,0.555687141,56.32,0
0.037924566,20.501771,2.159,0.090991902,0.281616702,0.53080131,35,0
0.040006494,22.22615686,0.6392,0.050980955,0.28372961,0.522475876,9.35,0
0.034105598,20.84401143,0.4361,0.006164074,0.286872417,0.619127201,47.76,0
0.170087958,20.93567258,0.3195,0.045946908,0.287085723,0.402491602,26.98,0
0.037594836,21.9425653,0.7501,0.062476655,0.289805718,0.533399303,59.24,0
0.10221586,22.01176051,0.2704,0.042947769,0.289960402,0.290866492,33.29,0
0.069082317,21.43718245,0.2696,0.05166267,0.291864319,0.358740909,73.79,0
0.014418637,21.17402202,0.6475,0.123450814,0.293205676,0.273057288,32.65,0
0.03076394,20.07060278,0.8161,0.05689621,0.293289269,0.196607617,51.6,0
0.06875868,21.53957266,0.284,0.04649485,0.295204147,0.413889982,14.08,0
0.130934848,20.34623674,0.3396,0.044697276,0.295831597,0.442066938,66.45,0
0.005415776,19.90125612,0.3128,0.098202338,0.298149169,0.363740483,75,0
0.081814491,20.11115385,0.3973,0.070627166,0.298248537,0.304315995,18.96,0
0.03527492,23.81013847,0.6567,0.033677135,0.298318884,0.396320097,55.56,0
0.02881391,19.83181994,0.4783,0.087474817,0.298748814,0.436735803,75,0
0.025768565,20.57038407,0.5155,0.107380041,0.299811485,0.234376367,63.18,0
0.090032064,20.99266815,0.4398,0.031114266,0.30205715,0.536306426,35.29,0
0.069895711,22.67181373,0.6232,0.046059642,0.302129842,0.50136347,37.25,0
0.095442405,19.95002869,0.725,0.110323343,0.302570947,0.2087879,48.38,0
0.036953646,20.66794193,1.2115,0.078225599,0.30276426,0.530095921,27.11,0
0.143618358,19.95826498,0.4063,0.052333414,0.307572343,0.488009842,33.69,0
0.068343946,20.91464666,0.4235,0.074068908,0.307924793,0.371799412,32.87,0
0.104736188,20.01579562,0.6579,0.07830949,0.310838299,0.253045424,58.31,0
0.26978181,21.78054941,0.2856,0.018115775,0.311522539,0.476199575,57.14,0
0.461648128,21.0380789,0.3685,0.03615547,0.311527398,0.449495767,38.92,0
0.032428419,20.09576746,0.436,0.139577182,0.312006395,0.19523059,45.71,0
0.006453931,19.9585575,0.5255,0.060918199,0.312392018,0.254673596,54.75,0
0.047512973,20.3431526,0.2795,0.059619516,0.31327273,0.453135366,43.86,0
0.10068653,19.99993147,0.3394,0.020640015,0.31547913,0.361117097,22.06,0
0.035993435,20.07046313,1.4208,0.195014068,0.320927772,0.212336115,69.7,0
0.138534566,21.97673947,0.9454,0.015050873,0.321062866,0.559526668,74.76,0
0.02473043,20.79737728,0.3482,0.029954358,0.328975583,0.547129439,22.61,0
0.402858095,21.67929692,0.3889,0.016675416,0.329900961,0.665661362,60.08,0
0.084958544,20.4627789,0.332,0.040668859,0.330441671,0.258263384,69.17,0
0.083410945,21.61571695,0.323,0.045945505,0.335186933,0.462496662,30.04,0
0.077297213,20.45446639,0.3865,0.107805872,0.335534673,0.500106693,28.2,0
0.073068165,21.42753492,0.2252,0.00209439,0.337526755,0.642753616,27.9,0
0.031710677,20.26927331,1.2412,0.168737685,0.340125877,0.258823933,30.38,0
0.063399655,21.81674007,1.3848,0.03423534,0.34167297,0.690140569,38.59,0
0.054996599,20.27344474,0.1893,0.041142062,0.347538236,0.382110005,53.54,0
0.013173702,20.17455282,0.3021,0.0588353,0.349964028,0.200243751,44.06,0
0.070635816,19.65571936,0.4679,0.119953265,0.352999271,0.431768094,44.8,0
0.118551597,20.25528083,0.3325,0.033248439,0.358562947,0.569901004,66.24,0
0.004458053,21.25366842,0.4545,0.062672101,0.35968409,0.290109363,30.46,0
0.019910961,21.33196478,0.3161,0.025244728,0.366516285,0.316854068,64.71,0
0.006858882,20.93670998,0.6251,0.102234378,0.366637932,0.435799102,26.05,0
0.150292684,21.04080855,0.4344,0.033801801,0.368759343,0.690774107,51.41,1
0.06637803,20.28053678,0.1376,0.048369775,0.370909914,0.679752658,71.25,0
0.080151751,21.90012377,0.3133,0.057647325,0.37124764,0.406365713,24.74,0
0.005781305,22.15848659,0.7541,0.112272874,0.372153919,0.337018662,51.43,0
0.001365084,20.34216275,0.4222,0.089600031,0.374435847,0.134350779,52.25,0
0.056719876,20.49349727,0.7577,0.064578716,0.377903779,0.498553205,29.56,0
0.046520552,19.89528838,0.9248,0.053682401,0.38112072,0.45867573,28,0
0.200510011,19.7146823,0.2773,0.061826959,0.382286353,0.26110344,24.17,0
0.041382048,20.95959455,0.5005,0.070886943,0.384224847,0.552976496,25.88,0
0.129812901,19.75584314,0.2913,0.086616663,0.391490949,0.483164152,15.23,0
0.037187046,19.72015185,0.4368,0.045273718,0.391764668,0.47190615,29,0
0.013268376,21.26692943,0.651,0.006427292,0.396352815,0.227122191,67.03,0
0.017379264,20.50611084,0.3709,0.021169015,0.398354629,0.328506728,74.56,0
0.102328577,21.25102774,0.5281,0.003502124,0.398464623,0.397204363,69.87,0
0.034039592,21.17390388,0.4682,0.080048318,0.400290939,0.22225347,29.78,0
0.113162355,21.02674121,0.3817,0.087457415,0.407206691,0.666178303,22.32,0
0.177025363,19.61187446,0.3083,0.051717023,0.409540568,0.2104639,28.66,0
0.075534543,20.24283144,0.4493,0.059501226,0.414052676,0.52012734,29.88,0
0.194019217,22.43919926,0.2931,0.018954998,0.414394549,0.521501812,59.87,0
0.048670926,20.45096183,0.3046,0.043985826,0.415324763,0.461142529,47.09,0
0.152193563,20.22159375,0.2607,0.079408884,0.415628852,0.275072951,47.39,0
0.086274245,20.48731659,0.3739,0.016233082,0.418131048,0.738579869,49.15,0
0.043902507,22.36662552,0.4728,0.017297614,0.419526181,0.510988212,44.42,0
0.050587115,21.32810057,1.6947,0.068903994,0.419630802,0.61777999,47.66,0
0.020311679,20.52281268,3.1513,0.079265808,0.42188184,0.534012361,46.19,0
0.254686033,20.82051281,0.2271,0.032086695,0.424447114,0.480346482,21.16,0
0.076081804,19.59777636,0.3113,0.066210194,0.428375653,0.34323084,66.72,0
0.084979409,19.28966952,0.9998,0.069079863,0.429135284,0.445371187,64.68,0
0.113762832,20.75942435,0.2563,0.028083327,0.431945961,0.539294179,29.34,0
0.061881145,20.15092097,0.2617,0.05125876,0.432471453,0.57014468,44.73,0
0.014128674,18.66070036,0.1622,0.311129979,0.433593235,0.505191752,30.99,0
0.093991169,19.97761694,0.3048,0.063699079,0.440727218,0.402305265,20,0
0.107025127,20.87907822,0.7223,0.094871787,0.45073038,0.381637702,28.78,0
0.024913257,19.97640867,0.4904,0.001502379,0.457707216,0.635403974,68.75,0
0.331483457,20.85127818,0.4678,0.078346934,0.472646505,0.346432384,39.09,1
0.018915152,21.13674329,0.5531,0.101356107,0.475345123,0.364818958,58.77,0
0.010258359,22.90357533,0.6577,0.053745932,0.479854896,0.470343346,82.05,0
0.034549946,20.75294323,0.3026,0.08615504,0.480174953,0.485125862,33.25,0
0.04969932,22.11049235,0.8855,0.070772138,0.48222729,0.454384987,60.19,0
0.0322809,21.24008121,0.2186,0.152275531,0.482946424,0.232222152,66.67,0
0.1259012,20.9720477,0.4388,0.084756034,0.487259588,0.391675595,26.39,0
0.158401643,20.03804015,2.3811,0.032348102,0.493213922,0.708789315,57.48,0
0.037103629,21.2369101,0.9904,0.078624858,0.495682872,0.342699159,70.18,0
0.246314097,19.35214998,0.4235,0.07369844,0.496209323,0.12911195,65.81,0
0.089469597,20.25956106,0.4236,0.051458613,0.497635262,0.566480092,26.62,0
0.039687692,22.31112422,0.1755,0.00630937,0.515033365,0.726547949,11.64,0
0.04157203,20.88431313,1.0537,0.046278978,0.516213955,0.324654307,42,0
0.004604679,20.8195859,0.4259,0.058232866,0.524686842,0.282837018,66.28,0
0.086205555,20.1273608,0.9057,0.060700616,0.527204984,0.242463405,35.09,0
0.138005507,20.87831089,0.1461,0.031740282,0.52721816,0.685975139,15.54,0
0.104458351,20.36082333,0.4183,0.039125056,0.529169329,0.405749258,28.56,0
0.197708022,20.72822162,0.5977,0.11559539,0.529183496,0.408888372,23.47,0
0.029093202,20.59414057,0.5437,0.04519133,0.529363382,0.577953603,22.28,0
0.111594225,22.20820151,1.0164,0.035770276,0.534135165,0.665628674,40.92,0
0.357865764,21.16212993,0.3947,0.009260497,0.539109778,0.627908308,51.04,1
0.055513793,19.88326754,0.7805,0.062597359,0.541068801,0.375377909,32.02,0
0.035308494,21.91306979,0.8651,0.026990999,0.542398509,0.723254873,67.45,1
0.036440049,21.23031036,1.2046,0.021698474,0.548008254,0.462951022,35.88,0
0.033320948,21.4169454,1.2002,0.052279109,0.549006531,0.55432038,48.5,0
0.148040571,19.48277705,0.7279,0.062806644,0.551442888,0.390674655,10.01,0
0.069167998,22.08070496,0.2394,0.04112249,0.554472922,0.550016516,39.58,0
0.000349777,20.64821905,0.1818,0.068995124,0.556984776,0.184430629,61.74,0
0.096699474,20.28372522,0.8954,0.124319216,0.558087626,0.621275491,45.05,0
0.01505491,20.07256971,0.5158,0.042183119,0.561027823,0.355626376,68.34,0
0.048472345,21.06328562,0.6153,0.060975851,0.56106541,0.467137086,75,0
0.048689572,19.99396775,0.4521,0.038876217,0.573413228,0.672459757,67.63,0
0.037426828,21.04423635,0.8723,0.084491717,0.575414856,0.314118003,64.08,0
0.140352254,19.6744849,0.4458,0.067323205,0.581474779,0.441063921,27.65,0
0.089871676,21.42202675,1.6901,0.060841502,0.582660289,0.608902655,72.97,0
0.022249441,21.08355017,0.5932,0.062972069,0.582748155,0.525392152,75,0
0.03780043,20.54280276,0.1727,0.063137342,0.583587467,0.313602248,22.89,0
0.174315323,22.22050951,1.2955,0.065783447,0.589712176,0.562601601,26.32,0
0.394392529,19.39958681,0.1256,0.004507928,0.592671346,0.505769569,50.96,1
0.080688359,20.4601493,0.5258,0.113371192,0.594685002,0.25814756,45.64,0
0.120576331,20.98622049,0.2501,0.063634346,0.595262675,0.448279829,12.41,0
0.12055346,20.62215368,0.7695,0.268112351,0.597822511,0.336760393,29.77,0
0.007598401,20.61096539,0.6932,0.179133878,0.604703179,0.062914707,63.16,0
0.046055909,21.4686194,0.3183,0.065547548,0.611264196,0.623237801,74.5,0
0.051277564,20.07499181,0.3402,0.06904206,0.612058321,0.310911368,45.31,0
0.094842306,20.27300822,0.6626,0.033166461,0.614540913,0.568458974,28.7,0
0.191028098,20.58602373,0.7011,0.054212847,0.616129126,0.483918383,62.31,0
0.032955189,21.3230895,0.4062,0.105959797,0.637579469,0.286719192,45.64,0
0.14379202,20.03286711,0.3784,0.139837972,0.639778148,0.227412807,28.08,0
0.118793736,20.36216046,0.5939,0.019358411,0.66081854,0.478118244,55.21,0
0.075067759,20.99005864,0.6415,0.014955646,0.660903664,0.488605846,35.02,0
0.043317402,20.83889554,0.25,0.047508714,0.671282051,0.424584937,71.81,0
0.057040634,21.06026385,0.4327,0.049754146,0.69067009,0.543399774,11.97,0
0.060414968,21.56453626,0.4706,0.049639744,0.6907834,0.518084864,55.75,0
0.070692278,21.03437027,0.4346,0.055118477,0.707413804,0.494459875,57.52,0
0.044992189,20.61727958,0.3087,0.065818817,0.708400702,0.485042381,35.34,0
0.11537549,20.41012673,1.1648,0.042404106,0.711077667,0.659930393,64.51,0
0.071523449,20.39630251,0.5435,0.055740387,0.728005273,0.415387773,42.13,0
0.055971864,21.7465901,0.5972,0.049659368,0.739605121,0.594326376,34.58,0
0.023926978,21.25737108,0.9823,0.134089862,0.763242173,0.480250065,64.05,0
0.12246755,20.00768206,1.2565,0.09620818,0.787090457,0.49878545,29.03,0
0.032439555,20.28348453,0.2818,0.080086521,0.798481971,0.16873229,50.44,0
0.154517213,20.07028606,0.5301,0.048825601,0.798755515,0.558300826,4.16,0
0.010463001,21.48730518,0.4671,0.02962482,0.80388344,0.654239385,74.2,0
0.027592023,19.7245912,0.6439,0.077702592,0.819449556,0.349570196,28.92,0
0.088748147,20.68322134,0.3642,0.083449884,0.826862562,0.498487477,41.02,0
0.053889109,20.39532613,0.5407,0.079997395,0.832851564,0.223883785,47.6,0
0.05625555,20.13419053,1.6309,0.133992579,0.848326067,0.174852722,48.6,0
0.05309564,21.86723847,0.3831,0.036794304,0.848639165,0.519114031,34.88,0
0.1830397,20.70321879,0.5747,0.035651997,0.853164671,0.63228555,42.2,0
0.107530736,20.16696466,0.4837,0.108923461,0.85768385,0.284874129,59.5,0
0.006187931,20.28557928,0.4188,0.100559287,0.859235911,0.152236813,50.2,0
0.291440734,20.92626871,0.2545,0.096162257,0.861705777,0.50251878,28,1
0.042224433,21.50765134,0.2693,0.055075451,0.866932963,0.409807954,29.36,0
0.144325333,20.32305289,0.519,0.006177676,0.870618521,0.608480591,20.1,0
0.220897236,20.25571623,0.3489,0.052506399,0.879454837,0.336288689,69.06,0
0.048483445,20.97908367,0.6626,0.235083859,0.899764378,0.138105086,32.21,1
0.008027619,21.03037063,0.3049,0.076890305,0.901304601,0.117824825,40.72,0
